ID,Name,Sex,PeoplesCount,WhenPeoplesCount,Source
20332,аджира,Ж,2,23.06.2016 14:36:51,myData.biz
20333,адзип,Ж,9,23.06.2016 14:36:58,myData.biz
20334,адиала,Ж,2,23.06.2016 14:37:06,myData.biz
20335,адиаланда,Ж,0,23.06.2016 14:37:14,myData.biz
20336,адиалида,Ж,3,23.06.2016 14:37:23,myData.biz
20337,адиамида,Ж,0,23.06.2016 14:37:30,myData.biz
20338,адиба,Ж,546,23.06.2016 14:37:39,myData.biz
20339,адибя,Ж,3,23.06.2016 14:37:47,myData.biz
20340,адика,Ж,124,23.06.2016 14:37:55,myData.biz
20341,адила,Ж,249,23.06.2016 14:38:03,myData.biz
20342,адилага,Ж,1,23.06.2016 14:38:10,myData.biz
20343,адилаида,Ж,5,23.06.2016 14:38:21,myData.biz
20344,адиларида,Ж,0,23.06.2016 14:38:26,myData.biz
20345,адилина,Ж,38,23.06.2016 14:38:35,myData.biz
20346,адилия,Ж,207,23.06.2016 14:38:43,myData.biz
20347,адилуца,Ж,0,23.06.2016 14:38:50,myData.biz
20348,адиль,Ж,17000,23.06.2016 14:38:59,myData.biz
20349,адилья,Ж,23,23.06.2016 14:39:07,myData.biz
20350,адилэ,Ж,6,23.06.2016 14:39:24,myData.biz
20351,адиля,Ж,5000,23.06.2016 14:39:32,myData.biz
20352,адина,Ж,6000,23.06.2016 14:39:39,myData.biz
20353,адинаиза,Ж,0,23.06.2016 14:39:46,myData.biz
20354,адинай,Ж,896,23.06.2016 14:39:55,myData.biz
20355,адине,Ж,8,23.06.2016 14:40:03,myData.biz
20356,адинела,Ж,3,23.06.2016 14:40:11,myData.biz
20357,адиня,Ж,6,23.06.2016 14:40:19,myData.biz
20358,адиса,Ж,589,23.06.2016 14:40:27,myData.biz
20359,адислава,Ж,3,23.06.2016 14:40:35,myData.biz
20360,адисса,Ж,62,23.06.2016 14:40:43,myData.biz
20361,адитие,Ж,0,23.06.2016 14:40:50,myData.biz
20362,адитья,Ж,28,23.06.2016 14:40:59,myData.biz
20363,адитя,Ж,9,23.06.2016 14:41:08,myData.biz
20364,адиха,Ж,0,23.06.2016 14:41:14,myData.biz
20365,адия,Ж,2000,23.06.2016 14:41:23,myData.biz
20366,адиятулла,Ж,7,23.06.2016 14:41:30,myData.biz
20367,адлена,Ж,13,23.06.2016 14:41:39,myData.biz
20368,адлидия,Ж,1,23.06.2016 14:41:46,myData.biz
20369,адлифа,Ж,0,23.06.2016 14:41:54,myData.biz
20370,адлифе,Ж,3,23.06.2016 14:42:02,myData.biz
20371,адлифя,Ж,1,23.06.2016 14:42:10,myData.biz
20372,адлиша,Ж,2,23.06.2016 14:42:18,myData.biz
20373,адмила,Ж,4,23.06.2016 14:42:26,myData.biz
20374,адмия,Ж,1,23.06.2016 14:42:34,myData.biz
20375,адна,Ж,830,23.06.2016 14:42:44,myData.biz
20376,аднеся,Ж,0,23.06.2016 14:42:50,myData.biz
20377,аднишка,Ж,0,23.06.2016 14:42:58,myData.biz
20378,адоина,Ж,1,23.06.2016 14:43:07,myData.biz
20379,адолаида,Ж,0,23.06.2016 14:43:14,myData.biz
20380,адоланда,Ж,1,23.06.2016 14:43:22,myData.biz
20381,адолина,Ж,85,23.06.2016 14:43:31,myData.biz
20382,адолинна,Ж,1,23.06.2016 14:43:38,myData.biz
20383,адолия,Ж,12,23.06.2016 14:43:49,myData.biz
20384,адоль,Ж,121,23.06.2016 14:43:55,myData.biz
20385,адольджина,Ж,1,23.06.2016 14:44:02,myData.biz
20386,адолька,Ж,3,23.06.2016 14:44:10,myData.biz
20387,адольфа,Ж,252,23.06.2016 14:44:19,myData.biz
20388,адольфена,Ж,2,23.06.2016 14:44:26,myData.biz
20389,адольфина,Ж,14,23.06.2016 14:44:37,myData.biz
20390,адолья,Ж,1,23.06.2016 14:44:42,myData.biz
20391,адоля,Ж,61,23.06.2016 14:44:51,myData.biz
20392,адонисия,Ж,1,23.06.2016 14:44:58,myData.biz
20393,адонисса,Ж,0,23.06.2016 14:45:07,myData.biz
20394,адонна,Ж,3,23.06.2016 14:45:15,myData.biz
20395,адоньфина,Ж,2,23.06.2016 14:45:22,myData.biz
20396,адоня,Ж,7,23.06.2016 14:45:31,myData.biz
20397,адоритта,Ж,1,23.06.2016 14:45:38,myData.biz
20398,адотя,Ж,0,23.06.2016 14:45:46,myData.biz
20399,адрафия,Ж,0,23.06.2016 14:45:54,myData.biz
20400,адрерия,Ж,0,23.06.2016 14:46:02,myData.biz
20401,адриада,Ж,10,23.06.2016 14:46:11,myData.biz
20402,адриана,Ж,5000,23.06.2016 14:46:19,myData.biz
20403,адрианна,Ж,261,23.06.2016 14:46:27,myData.biz
20404,адрина,Ж,109,23.06.2016 14:46:35,myData.biz
20405,адрине,Ж,76,23.06.2016 14:46:43,myData.biz
20406,адринэ,Ж,17,23.06.2016 14:46:52,myData.biz
20407,адриэнна,Ж,0,23.06.2016 14:46:58,myData.biz
20408,адрияна,Ж,96,23.06.2016 14:47:07,myData.biz
20409,адриянна,Ж,2,23.06.2016 14:47:14,myData.biz
20410,адула,Ж,15,23.06.2016 14:47:24,myData.biz
20411,адыка,Ж,6,23.06.2016 14:47:30,myData.biz
20412,адылля,Ж,0,23.06.2016 14:47:38,myData.biz
20413,адыль,Ж,393,23.06.2016 14:47:47,myData.biz
20414,адыльгейда,Ж,0,23.06.2016 14:47:54,myData.biz
20415,адыля,Ж,52,23.06.2016 14:48:04,myData.biz
20416,адына,Ж,102,23.06.2016 14:48:12,myData.biz
20417,адьдина,Ж,1,23.06.2016 14:48:18,myData.biz
20418,адья,Ж,11,23.06.2016 14:48:27,myData.biz
20419,адьяа,Ж,14,23.06.2016 14:48:38,myData.biz
20420,адэла,Ж,12,23.06.2016 14:48:43,myData.biz
20421,адэлина,Ж,1000,23.06.2016 14:48:51,myData.biz
20422,адэлия,Ж,268,23.06.2016 14:48:59,myData.biz
20423,адэлла,Ж,21,23.06.2016 14:49:08,myData.biz
20424,адэль,Ж,957,23.06.2016 14:49:15,myData.biz
20425,адэльфина,Ж,1,23.06.2016 14:49:22,myData.biz
20426,адэля,Ж,1000,23.06.2016 14:49:31,myData.biz
20427,адэнна,Ж,0,23.06.2016 14:49:38,myData.biz
20428,адя,Ж,243,23.06.2016 14:49:47,myData.biz
20429,аежела,Ж,4,23.06.2016 14:49:55,myData.biz
20430,аежелика,Ж,14,23.06.2016 14:50:04,myData.biz
20431,аезире,Ж,0,23.06.2016 14:50:10,myData.biz
20432,аелита,Ж,128,23.06.2016 14:50:19,myData.biz
20433,аель,Ж,27,23.06.2016 14:50:28,myData.biz
20434,аеонила,Ж,0,23.06.2016 14:50:34,myData.biz
20435,аеонтина,Ж,1,23.06.2016 14:50:43,myData.biz
20436,аера,Ж,25,23.06.2016 14:50:51,myData.biz
20437,аерие,Ж,0,23.06.2016 14:50:58,myData.biz
20438,аесе,Ж,3,23.06.2016 14:51:06,myData.biz
20439,аета,Ж,6,23.06.2016 14:51:14,myData.biz
20440,ажа,Ж,104,23.06.2016 14:51:24,myData.biz
20441,ажабат,Ж,0,23.06.2016 14:51:30,myData.biz
20442,ажабика,Ж,7,23.06.2016 14:51:39,myData.biz
20443,ажабике,Ж,3,23.06.2016 14:51:47,myData.biz
20444,ажайбике,Ж,1,23.06.2016 14:51:54,myData.biz
20445,ажай,Ж,121,23.06.2016 14:52:03,myData.biz
20446,ажалия,Ж,1,23.06.2016 14:52:11,myData.biz
20447,ажам,Ж,50,23.06.2016 14:52:20,myData.biz
20448,ажамиля,Ж,0,23.06.2016 14:52:26,myData.biz
20449,ажанна,Ж,0,23.06.2016 14:52:34,myData.biz
20450,ажаркуль,Ж,55,23.06.2016 14:52:44,myData.biz
20451,ажбета,Ж,3,23.06.2016 14:52:50,myData.biz
20452,ажела,Ж,86,23.06.2016 14:53:00,myData.biz
20453,ажелика,Ж,279,23.06.2016 14:53:08,myData.biz
20454,ажелина,Ж,13,23.06.2016 14:53:15,myData.biz
20455,ажим,Ж,445,23.06.2016 14:53:23,myData.biz
20456,ажий,Ж,18,23.06.2016 14:53:32,myData.biz
20457,ажина,Ж,37,23.06.2016 14:53:39,myData.biz
20458,ажире,Ж,0,23.06.2016 14:53:46,myData.biz
20459,ажиря,Ж,0,23.06.2016 14:53:54,myData.biz
20460,ажулия,Ж,0,23.06.2016 14:54:02,myData.biz
20461,аза,Ж,10000,23.06.2016 14:54:11,myData.biz
20462,азада,Ж,451,23.06.2016 14:54:19,myData.biz
20463,азазель,Ж,515,23.06.2016 14:54:27,myData.biz
20464,азаида,Ж,2,23.06.2016 14:54:34,myData.biz
20465,азалея,Ж,2,23.06.2016 14:54:43,myData.biz
20466,азалина,Ж,308,23.06.2016 14:54:51,myData.biz
20467,азалия,Ж,15000,23.06.2016 14:54:59,myData.biz
20468,азанетта,Ж,1,23.06.2016 14:55:06,myData.biz
20469,азантина,Ж,0,23.06.2016 14:55:14,myData.biz
20470,азарета,Ж,0,23.06.2016 14:55:22,myData.biz
20471,азарина,Ж,702,23.06.2016 14:55:31,myData.biz
20472,азарита,Ж,1,23.06.2016 14:55:39,myData.biz
20473,азария,Ж,133,23.06.2016 14:55:47,myData.biz
20474,азаря,Ж,7,23.06.2016 14:55:55,myData.biz
20475,азбина,Ж,0,23.06.2016 14:56:02,myData.biz
20476,азвета,Ж,0,23.06.2016 14:56:10,myData.biz
20477,азгануш,Ж,34,23.06.2016 14:56:19,myData.biz
20478,азгара,Ж,3,23.06.2016 14:56:27,myData.biz
20479,азейбертина,Ж,0,23.06.2016 14:56:34,myData.biz
20480,азелия,Ж,27,23.06.2016 14:56:43,myData.biz
20481,азелла,Ж,33,23.06.2016 14:56:52,myData.biz
20482,азель,Ж,249,23.06.2016 14:57:03,myData.biz
20483,азельма,Ж,3,23.06.2016 14:57:07,myData.biz
20484,азета,Ж,10,23.06.2016 14:57:15,myData.biz
20485,азетта,Ж,2,23.06.2016 14:57:22,myData.biz
20486,азза,Ж,287,23.06.2016 14:57:31,myData.biz
20487,азида,Ж,231,23.06.2016 14:57:40,myData.biz
20488,азидра,Ж,0,23.06.2016 14:57:46,myData.biz
20489,азие,Ж,4,23.06.2016 14:57:54,myData.biz
20490,азиза,Ж,21000,23.06.2016 14:58:03,myData.biz
20491,азизат,Ж,57,23.06.2016 14:58:11,myData.biz
20492,азизага,Ж,59,23.06.2016 14:58:20,myData.biz
20493,азипат,Ж,16,23.06.2016 14:58:28,myData.biz
20494,азизгюль,Ж,0,23.06.2016 14:58:34,myData.biz
20495,азизе,Ж,288,23.06.2016 14:58:43,myData.biz
20496,азизилла,Ж,3,23.06.2016 14:58:50,myData.biz
20497,азизолла,Ж,0,23.06.2016 14:58:58,myData.biz
20498,азизула,Ж,6,23.06.2016 14:59:07,myData.biz
20499,азизюля,Ж,2,23.06.2016 14:59:14,myData.biz
20500,азизя,Ж,4,23.06.2016 14:59:23,myData.biz
20501,азика,Ж,145,23.06.2016 14:59:31,myData.biz
20502,азилия,Ж,19,23.06.2016 14:59:41,myData.biz
20503,азиля,Ж,186,23.06.2016 14:59:49,myData.biz
20504,азима,Ж,985,23.06.2016 14:59:55,myData.biz
20505,азимат,Ж,11,23.06.2016 15:00:03,myData.biz
20506,азиме,Ж,112,23.06.2016 15:00:13,myData.biz
20507,азина,Ж,1000,23.06.2016 15:00:19,myData.biz
20508,азинат,Ж,84,23.06.2016 15:00:27,myData.biz
20509,азира,Ж,193,23.06.2016 15:00:35,myData.biz
20510,азиса,Ж,26,23.06.2016 15:00:43,myData.biz
20511,азита,Ж,17,23.06.2016 15:00:51,myData.biz
20512,азифе,Ж,4,23.06.2016 15:00:59,myData.biz
20513,азия,Ж,382000,23.06.2016 15:01:07,myData.biz
20514,азмела,Ж,1,23.06.2016 15:01:14,myData.biz
20515,азмина,Ж,29,23.06.2016 15:01:23,myData.biz
20516,азминат,Ж,1,23.06.2016 15:01:30,myData.biz
20517,азода,Ж,116,23.06.2016 15:01:39,myData.biz
20518,азолия,Ж,0,23.06.2016 15:01:46,myData.biz
20519,азольда,Ж,13,23.06.2016 15:01:55,myData.biz
20520,азора,Ж,28,23.06.2016 15:02:07,myData.biz
20521,азорина,Ж,83,23.06.2016 15:02:11,myData.biz
20522,азория,Ж,4,23.06.2016 15:02:19,myData.biz
20523,азука,Ж,37,23.06.2016 15:02:27,myData.biz
20524,азулла,Ж,2,23.06.2016 15:02:34,myData.biz
20525,азя,Ж,150,23.06.2016 15:02:44,myData.biz
20526,аиана,Ж,10,23.06.2016 15:02:51,myData.biz
20527,аига,Ж,7,23.06.2016 15:02:59,myData.biz
20528,аигуль,Ж,390,23.06.2016 15:03:07,myData.biz
20529,аида,Ж,66000,23.06.2016 15:03:15,myData.biz
20530,аиеса,Ж,0,23.06.2016 15:03:22,myData.biz
20531,аиза,Ж,504,23.06.2016 15:03:31,myData.biz
20532,аила,Ж,30,23.06.2016 15:03:40,myData.biz
20533,аилада,Ж,2,23.06.2016 15:03:46,myData.biz
20534,аилина,Ж,50,23.06.2016 15:03:55,myData.biz
20535,аилита,Ж,26,23.06.2016 15:04:03,myData.biz
20536,аилия,Ж,11,23.06.2016 15:04:11,myData.biz
20537,аиляра,Ж,0,23.06.2016 15:04:18,myData.biz
20538,аина,Ж,3000,23.06.2016 15:04:26,myData.biz
20539,аине,Ж,2,23.06.2016 15:04:34,myData.biz
20540,аиниша,Ж,3,23.06.2016 15:04:43,myData.biz
20541,аинна,Ж,37,23.06.2016 15:04:51,myData.biz
20542,аионида,Ж,0,23.06.2016 15:04:58,myData.biz
20543,аира,Ж,137,23.06.2016 15:05:09,myData.biz
20544,аироника,Ж,0,23.06.2016 15:05:14,myData.biz
20545,аиса,Ж,241,23.06.2016 15:05:23,myData.biz
20546,аисия,Ж,13,23.06.2016 15:05:32,myData.biz
20547,аисма,Ж,1,23.06.2016 15:05:38,myData.biz
20548,аися,Ж,9,23.06.2016 15:05:48,myData.biz
20549,аита,Ж,83,23.06.2016 15:05:55,myData.biz
20550,аите,Ж,5,23.06.2016 15:06:02,myData.biz
20551,аитонина,Ж,0,23.06.2016 15:06:10,myData.biz
20552,аифала,Ж,0,23.06.2016 15:06:18,myData.biz
20553,аиша,Ж,9000,23.06.2016 15:06:27,myData.biz
20554,аише,Ж,59,23.06.2016 15:06:38,myData.biz
20555,айбала,Ж,321,23.06.2016 15:06:43,myData.biz
20556,айбаджи,Ж,0,23.06.2016 15:06:50,myData.biz
20557,айбарша,Ж,400,23.06.2016 15:06:59,myData.biz
20558,айбика,Ж,107,23.06.2016 15:07:07,myData.biz
20559,айбике,Ж,377,23.06.2016 15:07:15,myData.biz
20560,мусульманское,Ж,512,23.06.2016 15:07:23,myData.biz
20561,айболек,Ж,72,23.06.2016 15:07:31,myData.biz
20562,айва,Ж,267,23.06.2016 15:07:40,myData.biz
20563,айвагюль,Ж,2,23.06.2016 15:07:47,myData.biz
20564,айваре,Ж,3,23.06.2016 15:07:54,myData.biz
20565,айвика,Ж,34,23.06.2016 15:08:03,myData.biz
20566,айвита,Ж,23,23.06.2016 15:08:12,myData.biz
20567,айвия,Ж,0,23.06.2016 15:08:18,myData.biz
20568,айга,Ж,450,23.06.2016 15:08:27,myData.biz
20569,айганат,Ж,70,23.06.2016 15:08:36,myData.biz
20570,айганым,Ж,5000,23.06.2016 15:08:44,myData.biz
20571,айгерим,Ж,84000,23.06.2016 15:08:51,myData.biz
20572,айгие,Ж,0,23.06.2016 15:08:58,myData.biz
20573,айгузель,Ж,610,23.06.2016 15:09:08,myData.biz
20574,айгуль,Ж,126000,23.06.2016 15:09:15,myData.biz
20575,айгуля,Ж,7000,23.06.2016 15:09:23,myData.biz
20576,айгюль,Ж,1000,23.06.2016 15:09:31,myData.biz
20577,айгюн,Ж,1000,23.06.2016 15:09:40,myData.biz
20578,айгюнь,Ж,345,23.06.2016 15:09:47,myData.biz
20579,айда,Ж,3000,23.06.2016 15:09:55,myData.biz
20580,айдай,Ж,4000,23.06.2016 15:10:03,myData.biz
20581,айдана,Ж,57000,23.06.2016 15:10:11,myData.biz
20582,айдима,Ж,68,23.06.2016 15:10:20,myData.biz
20583,айдина,Ж,734,23.06.2016 15:10:27,myData.biz
20584,айдинша,Ж,1,23.06.2016 15:10:34,myData.biz
20585,айдюль,Ж,1,23.06.2016 15:10:42,myData.biz
20586,айеда,Ж,1,23.06.2016 15:10:51,myData.biz
20587,айжан,Ж,45000,23.06.2016 15:10:59,myData.biz
20588,айжанна,Ж,103,23.06.2016 15:11:07,myData.biz
20589,айза,Ж,5000,23.06.2016 15:11:15,myData.biz
20590,айзада,Ж,12000,23.06.2016 15:11:23,myData.biz
20591,айзана,Ж,460,23.06.2016 15:11:31,myData.biz
20592,айзат,Ж,8000,23.06.2016 15:11:39,myData.biz
20593,айзанат,Ж,355,23.06.2016 15:11:47,myData.biz
20594,айима,Ж,44,23.06.2016 15:11:55,myData.biz
20595,айимеседо,Ж,0,23.06.2016 15:12:02,myData.biz
20596,аййимик,Ж,0,23.06.2016 15:12:10,myData.biz
20597,айка,Ж,19000,23.06.2016 15:12:19,myData.biz
20598,айко,Ж,5000,23.06.2016 15:12:27,myData.biz
20599,айкюнь,Ж,0,23.06.2016 15:12:34,myData.biz
20600,айла,Ж,1000,23.06.2016 15:12:43,myData.biz
20601,айлара,Ж,498,23.06.2016 15:12:51,myData.biz
20602,туркменское,Ж,671,23.06.2016 15:12:59,myData.biz
20603,айле,Ж,4,23.06.2016 15:13:06,myData.biz
20604,айлиана,Ж,1,23.06.2016 15:13:14,myData.biz
20605,айлин,Ж,3000,23.06.2016 15:13:23,myData.biz
20606,айлинь,Ж,10,23.06.2016 15:13:31,myData.biz
20607,айлиса,Ж,0,23.06.2016 15:13:38,myData.biz
20608,айлита,Ж,237,23.06.2016 15:13:47,myData.biz
20609,айма,Ж,103,23.06.2016 15:13:55,myData.biz
20610,аймара,Ж,425,23.06.2016 15:14:03,myData.biz
20611,аймесей,Ж,38,23.06.2016 15:14:11,myData.biz
20612,аймеси,Ж,8,23.06.2016 15:14:19,myData.biz
20613,аймилев,Ж,0,23.06.2016 15:14:26,myData.biz
20614,аймира,Ж,1000,23.06.2016 15:14:35,myData.biz
20615,айна,Ж,14000,23.06.2016 15:14:43,myData.biz
20616,айнабат,Ж,67,23.06.2016 15:14:51,myData.biz
20617,айнагуль,Ж,12000,23.06.2016 15:15:00,myData.biz
20618,айнагюль,Ж,4,23.06.2016 15:15:07,myData.biz
20619,айназ,Ж,3000,23.06.2016 15:15:15,myData.biz
20620,айнара,Ж,2000,23.06.2016 15:15:23,myData.biz
20621,айнаш,Ж,7000,23.06.2016 15:15:31,myData.biz
20622,айне,Ж,26,23.06.2016 15:15:39,myData.biz
20623,айнель,Ж,747,23.06.2016 15:15:47,myData.biz
20624,айниджана,Ж,1,23.06.2016 15:15:54,myData.biz
20625,айниса,Ж,348,23.06.2016 15:16:04,myData.biz
20626,айнисе,Ж,2,23.06.2016 15:16:10,myData.biz
20627,айнора,Ж,53,23.06.2016 15:16:20,myData.biz
20628,айнула,Ж,14,23.06.2016 15:16:28,myData.biz
20629,айнулла,Ж,23,23.06.2016 15:16:35,myData.biz
20630,айнур,Ж,73000,23.06.2016 15:16:43,myData.biz
20631,айнура,Ж,39000,23.06.2016 15:16:51,myData.biz
20632,айнурэ,Ж,10,23.06.2016 15:16:59,myData.biz
20633,айпара,Ж,160,23.06.2016 15:17:07,myData.biz
20634,айра,Ж,348,23.06.2016 15:17:15,myData.biz
20635,айрин,Ж,1000,23.06.2016 15:17:23,myData.biz
20636,айрина,Ж,155,23.06.2016 15:17:31,myData.biz
20637,айрита,Ж,12,23.06.2016 15:17:39,myData.biz
20638,айрия,Ж,2,23.06.2016 15:17:46,myData.biz
20639,айса,Ж,3000,23.06.2016 15:17:55,myData.biz
20640,айсана,Ж,2000,23.06.2016 15:18:03,myData.biz
20641,айсара,Ж,1000,23.06.2016 15:18:11,myData.biz
20642,айсат,Ж,51,23.06.2016 15:18:20,myData.biz
20643,айседора,Ж,389,23.06.2016 15:18:27,myData.biz
20644,айсель,Ж,4000,23.06.2016 15:18:35,myData.biz
20645,айсенем,Ж,69,23.06.2016 15:18:43,myData.biz
20646,айсла,Ж,0,23.06.2016 15:18:50,myData.biz
20647,айслу,Ж,5000,23.06.2016 15:18:59,myData.biz
20648,айсолтан,Ж,43,23.06.2016 15:19:08,myData.biz
20649,айстра,Ж,28,23.06.2016 15:19:15,myData.biz
20650,айсула,Ж,95,23.06.2016 15:19:23,myData.biz
20651,айсулу,Ж,19000,23.06.2016 15:19:31,myData.biz
20652,айся,Ж,75,23.06.2016 15:19:39,myData.biz
20653,айсяу,Ж,0,23.06.2016 15:19:46,myData.biz
20654,айта,Ж,1000,23.06.2016 15:19:55,myData.biz
20655,айтбика,Ж,5,23.06.2016 15:20:03,myData.biz
20656,айтень,Ж,12,23.06.2016 15:20:11,myData.biz
20657,айтига,Ж,1,23.06.2016 15:20:18,myData.biz
20658,айтулу,Ж,6,23.06.2016 15:20:27,myData.biz
20659,айфара,Ж,48,23.06.2016 15:20:35,myData.biz
20660,айханум,Ж,96,23.06.2016 15:20:44,myData.biz
20661,айхуа,Ж,5,23.06.2016 15:20:50,myData.biz
20662,айчкиль,Ж,0,23.06.2016 15:20:58,myData.biz
20663,айша,Ж,17000,23.06.2016 15:21:07,myData.biz
20664,айшат,Ж,7000,23.06.2016 15:21:15,myData.biz
20665,айшварья,Ж,36,23.06.2016 15:21:22,myData.biz
20666,айше,Ж,4000,23.06.2016 15:21:32,myData.biz
20667,айширин,Ж,1,23.06.2016 15:21:38,myData.biz
20668,айымгуль,Ж,2000,23.06.2016 15:21:47,myData.biz
20669,айюба,Ж,1,23.06.2016 15:21:54,myData.biz
20670,айя,Ж,6000,23.06.2016 15:22:03,myData.biz
20671,айяла,Ж,22,23.06.2016 15:22:13,myData.biz
20672,айянь,Ж,1,23.06.2016 15:22:18,myData.biz
20673,айяра,Ж,2,23.06.2016 15:22:26,myData.biz
20674,академа,Ж,25,23.06.2016 15:22:35,myData.biz
20675,акатерина,Ж,17,23.06.2016 15:22:44,myData.biz
20676,акаша,Ж,82,23.06.2016 15:22:51,myData.biz
20677,акбала,Ж,340,23.06.2016 15:23:06,myData.biz
20678,акбаль,Ж,13,23.06.2016 15:23:08,myData.biz
20679,акбегенч,Ж,2,23.06.2016 15:23:14,myData.biz
20680,акбота,Ж,14000,23.06.2016 15:23:23,myData.biz
20681,аквелина,Ж,2,23.06.2016 15:23:30,myData.biz
20682,аквила,Ж,115,23.06.2016 15:23:39,myData.biz
20683,аквилина,Ж,10,23.06.2016 15:23:48,myData.biz
20684,аквилия,Ж,2,23.06.2016 15:23:54,myData.biz
20685,аквина,Ж,3,23.06.2016 15:24:02,myData.biz
20686,акгозель,Ж,4,23.06.2016 15:24:10,myData.biz
20687,акгыз,Ж,5,23.06.2016 15:24:21,myData.biz
20688,акгуль,Ж,1000,23.06.2016 15:24:27,myData.biz
20689,акгюль,Ж,30,23.06.2016 15:24:38,myData.biz
20690,акджа,Ж,7,23.06.2016 15:24:43,myData.biz
20691,акджагюль,Ж,0,23.06.2016 15:24:50,myData.biz
20692,акджемал,Ж,8,23.06.2016 15:24:59,myData.biz
20693,акеаина,Ж,0,23.06.2016 15:25:06,myData.biz
20694,акелина,Ж,136,23.06.2016 15:25:15,myData.biz
20695,акелына,Ж,1,23.06.2016 15:25:22,myData.biz
